123,0
321,103
43561,149
5678,200
1890,244
1345,293
1789,346
1689,397
1098,446
1890,495
1567,545
1789,591
1567,640
7890,687
9089,736
17890,790
15656,834
178956,881
1111,934
2222,980
3333,1030
4444,1086
5555,1137
6666,1187
7777,1241
8888,1294
111,1338
1234,1381
123456,1424
12345,1467
1456,1516
123456,1558
9099,1603
1567,1638
7890,1673
1567,1707
1666,1746
1888,1795
1234578,1837
13456,1894
109,1929
161,1969
161,2009
492
482801,2574
482856,2638
482838,2690
482926,2758
482934,2809
482942,2885
483737,2973
483765,3049
483788,3122
483835,3183
483817,3266
483861,3329
483872,3390
483878,3458
484268,3533
484279,3613
484307,3680
484287,3743
484317,3808
484333,3856
484351,3933
485746,4017
485811,4089
489185,4144
485821,4213
485874,4270
485885,4341
485979,4408
984353,4470
486005,4539
486027,4595
486056,4667
486068,4742
486109,4817
486142,4895
486121,4951
486244,5030
486153,5091
486209,5170
486316,5233
1007785,5287
486327,5343
486334,5404
873575,5482
486611,5553
486586,5615
486605,5672
486617,5713
486623,5784
486971,5847
486977,5923
486998,5984
487052,6053
487082,6113
487088,6154
487261,6219
489314,6282
487266,6352
487271,6418
487435,6493
489581,6546
487645,6612
487659,6687
487670,6758
487715,6834
488992,6902
487833,6966
487891,7028
488134,7080
488426,7149
488505,7227
488547,7288
488833,7360
488970,7433
489061,7490
489096,7550
489105,7609
489121,7671
489129,7746
489934,7823
489987,7886
490048,7953
490115,8022
490150,8096
490226,8183
490166,8243
893251,8305
490245,8370
1023908,8435
490335,8492
490351,8573
490750,8628
490395,8686
490772,8745
490767,8820
490893,8889
490793,8965
490909,9043
490917,9116
490922,9186
490943,9261
490954,9322
491162,9379
490979,9431
490963,9513
490932,9580
491037,9666
491001,9737
491046,9796
491073,9866
491082,9937
491181,9994
491214,10048
491226,10108
491243,10164
491253,10219
491265,10285
491287,10339
491281,10400
491292,10470
491438,10541
491416,10606
491461,10678
491473,10733
491546,10793
964573,10863
491609,10928
491630,10999
491698,11058
491734,11126
491729,11196
491710,11267
491749,11329
491770,11401
492001,11480
1074613,11537
491819,11593
491948,11663
491937,11736
491898,11790
491840,11862
491965,11933
491992,11988
958032,12056
492260,12131
492270,12189
492276,12290
479646,12359
479682,12428
479727,12506
479709,12575
479734,12643
479774,12721
479747,12776
479757,12823
479821,12912
480104,12972
480058,13039
480071,13107
480366,13169
480394,13255
480415,13329
480453,13397
480462,13467
480470,13531
480521,13586
480582,13642
480605,13713
480632,13768
480661,13846
480669,13917
480646,13973
480691,14032
480700,14094
480720,14158
480730,14212
480747,14287
670964,14355
480765,14412
480882,14473
480897,14531
480961,14592
984965,14667
480981,14719
481029,14781
1007851,14835
481043,14899
481254,14961
481263,15033
481268,15108
492366,15193
481419,15255
492325,15328
492427,15400
492699,15466
492393,15533
492570,15600
492914,15672
492933,15746
492985,15805
492950,15877
492999,15935
493109,16018
493035,16085
493842,16143
493893,16217
493863,16273
493882,16333
494033,16388
494072,16447
494116,16506
964582,16584
964576,16663
494155,16728
495145,16797
494215,16868
495171,16928
495178,17008
495195,17083
495268,17143
495323,17221
495347,17262
972570,17330
495332,17373
495374,17431
979523,17492
495506,17558
495530,17628
495543,17700
495548,17784
495557,17856
495566,17913
495577,17982
1012298,18041
495588,18109
496584,18180
496634,18235
496668,18290
93832,18349
520496,18414
496703,18454
496684,18530
935147,18587
95289,18653
92401,18721
92383,18776
92142,18827
95261,18883
92272,18951
92428,19007
94205,19075
92218,19142
104905,19185
92423,19264
94154,19345
92215,19421
104022,19490
92357,19558
92790,19623
92213,19687
102729,19756
92342,19851
92747,19918
92153,19959
95266,20037
92284,20090
92578,20155
92623,20220
92131,20280
92614,20331
92144,20390
92734,20442
96019,20501
92252,20570
92725,20642
95622,20679
92204,20735
854799,20803
92497,20842
98134,20911
94194,20972
92563,21036
92418,21104
92282,21162
92315,21218
92337,21290
92328,21352
97976,21410
92345,21446
92479,21509
92490,21579
92501,21631
92117,21694
92540,21736
92180,21790
95264,21844
92279,21904
92576,21968
92660,22040
95209,22109
92305,22197
151443,22244
92506,22322
93194,22383
92303,22419
150404,22486
92504,22559
93182,22629
92238,22676
95287,22761
92487,22811
93067,22869
92236,22920
95284,23019
92395,23083
92670,23157
92194,23231
95234,23316
92393,23357
92662,23423
92189,23502
92389,23560
95232,23629
92736,23705
95281,23762
92125,23814
93854,23873
92209,23939
92413,24004
92744,24073
96365,24145
92339,24202
92740,24264
92334,24337
92269,24391
92568,24441
92331,24485
95255,24545
92566,24623
92122,24676
94111,24744
92211,24792
92420,24861
92119,24937
92174,24997
92207,25063
92135,25142
92129,25200
95279,25273
92266,25340
219530,25393
95286,25472
92405,25529
92292,25606
108870,25673
92469,25711
92839,25774
92288,25846
108869,25916
92456,25973
92836,26036
92225,26111
95271,26180
92434,26245
92828,26322
92221,26364
95268,26433
92373,26470
92607,26539
92162,26599
94637,26680
92363,26728
92602,26770
92156,26837
92139,26909
92133,26969
94476,27021
92587,27089
92360,27158
93431,27221
92307,27263
92519,27330
95244,27372
92251,27427
217091,27479
92512,27541
95236,27607
92248,27675
165411,27734
92400,27799
93422,27874
289294,27960
92243,28023
92397,28094
93235,28191
92202,28272
95620,28339
92311,28397
92677,28465
92200,28539
95290,28609
92309,28660
92672,28727
92197,28794
165408,28870
97866,28932
94486,28991
92160,29061
92230,29118
141405,29176
92386,29236
92924,29295
92228,29354
121881,29420
92376,29482
92908,29536
92186,29599
95283,29645
92620,29689
92183,29736
95277,29790
92296,29844
92612,29908
92165,29969
92560,30027
95246,30091
92522,30155
95245,30200
92409,30256
93491,30327
92453,30389
94704,30456
92472,30519
92301,30590
92233,30657
261045,30721
150401,30782
95211,30856
95207,30938
95203,31022
95212,31108
95206,31182
95202,31255
182940,31336
92859,31427
92114,31485
92137,31557
